time,device,level,code,edge,当前站ID,级位,速度,网压,车辆编号,预留
2017-11-17 08:58:20,Mc1,3,0313,1,0,0,0,0,0,0
2017-11-17 08:58:20,M1,3,0314,1,0,0,0,0,0,0
2017-11-17 08:58:20,M2,3,0315,1,0,0,0,0,0,0
2017-11-17 08:58:20,Mc2,3,0316,1,0,0,0,0,0,0
2017-11-17 08:59:40,Mc1,3,0335,1,0,0,0,0,0,0
2017-11-17 08:59:40,Mc2,3,0336,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc1,2,0201,1,0,0,0,0,0,0
2017-11-17 11:05:27,M1,2,0202,1,0,0,0,0,0,0
2017-11-17 11:05:27,M2,2,0203,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc2,2,0204,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc1,2,0205,1,0,0,0,0,0,0
2017-11-17 11:05:27,M1,2,0206,1,0,0,0,0,0,0
2017-11-17 11:05:27,M2,2,0207,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc2,2,0208,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc1,2,0209,1,0,0,0,0,0,0
2017-11-17 11:05:27,M1,2,0210,1,0,0,0,0,0,0
2017-11-17 11:05:27,M2,2,0211,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc2,2,0212,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc1,3,0317,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc1,3,0318,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc1,3,0319,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc1,3,0320,1,0,0,0,0,0,0
2017-11-17 11:05:27,M1,3,0321,1,0,0,0,0,0,0
2017-11-17 11:05:27,M1,3,0322,1,0,0,0,0,0,0
2017-11-17 11:05:27,M1,3,0323,1,0,0,0,0,0,0
2017-11-17 11:05:27,M1,3,0324,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc2,3,0325,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc2,3,0326,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc2,3,0327,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc2,3,0328,1,0,0,0,0,0,0
2017-11-17 11:05:27,M2,3,0329,1,0,0,0,0,0,0
2017-11-17 11:05:27,M2,3,0330,1,0,0,0,0,0,0
2017-11-17 11:05:27,M2,3,0331,1,0,0,0,0,0,0
2017-11-17 11:05:27,M2,3,0332,1,0,0,0,0,0,0
2017-11-17 11:05:27,Tp1,2,0233,1,0,0,0,0,0,0
2017-11-17 11:05:27,Tp2,2,0234,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc1,2,0237,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc2,2,0238,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc1,2,0239,1,0,0,0,0,0,0
2017-11-17 11:05:27,Mc2,2,0240,1,0,0,0,0,0,0
2017-11-17 11:05:27,Train,1,0149,1,0,0,0,0,0,0
2017-11-17 11:07:06,Mc1,3,0313,1,0,0,0,0,0,0
2017-11-17 11:07:06,M1,3,0314,1,0,0,0,0,0,0
2017-11-17 11:07:06,M2,3,0315,1,0,0,0,0,0,0
2017-11-17 11:07:06,Mc2,3,0316,1,0,0,0,0,0,0
2017-11-17 11:08:26,Mc1,3,0335,1,0,0,0,0,0,0
2017-11-17 11:08:26,Mc2,3,0336,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc1,2,0201,1,0,0,0,0,0,0
2017-11-24 09:57:07,M1,2,0202,1,0,0,0,0,0,0
2017-11-24 09:57:07,M2,2,0203,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc2,2,0204,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc1,2,0205,1,0,0,0,0,0,0
2017-11-24 09:57:07,M1,2,0206,1,0,0,0,0,0,0
2017-11-24 09:57:07,M2,2,0207,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc2,2,0208,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc1,2,0209,1,0,0,0,0,0,0
2017-11-24 09:57:07,M1,2,0210,1,0,0,0,0,0,0
2017-11-24 09:57:07,M2,2,0211,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc2,2,0212,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc1,3,0317,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc1,3,0318,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc1,3,0319,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc1,3,0320,1,0,0,0,0,0,0
2017-11-24 09:57:07,M1,3,0321,1,0,0,0,0,0,0
2017-11-24 09:57:07,M1,3,0322,1,0,0,0,0,0,0
2017-11-24 09:57:07,M1,3,0323,1,0,0,0,0,0,0
2017-11-24 09:57:07,M1,3,0324,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc2,3,0325,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc2,3,0326,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc2,3,0327,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc2,3,0328,1,0,0,0,0,0,0
2017-11-24 09:57:07,M2,3,0329,1,0,0,0,0,0,0
2017-11-24 09:57:07,M2,3,0330,1,0,0,0,0,0,0
2017-11-24 09:57:07,M2,3,0331,1,0,0,0,0,0,0
2017-11-24 09:57:07,M2,3,0332,1,0,0,0,0,0,0
2017-11-24 09:57:07,Tp1,2,0233,1,0,0,0,0,0,0
2017-11-24 09:57:07,Tp2,2,0234,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc1,2,0237,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc2,2,0238,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc1,2,0239,1,0,0,0,0,0,0
2017-11-24 09:57:07,Mc2,2,0240,1,0,0,0,0,0,0
2017-11-24 09:57:07,Train,1,0149,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc1,2,0201,1,0,0,0,0,0,0
2017-11-24 09:58:25,M1,2,0202,1,0,0,0,0,0,0
2017-11-24 09:58:25,M2,2,0203,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc2,2,0204,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc1,2,0205,1,0,0,0,0,0,0
2017-11-24 09:58:25,M1,2,0206,1,0,0,0,0,0,0
2017-11-24 09:58:25,M2,2,0207,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc2,2,0208,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc1,2,0209,1,0,0,0,0,0,0
2017-11-24 09:58:25,M1,2,0210,1,0,0,0,0,0,0
2017-11-24 09:58:25,M2,2,0211,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc2,2,0212,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc1,3,0317,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc1,3,0318,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc1,3,0319,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc1,3,0320,1,0,0,0,0,0,0
2017-11-24 09:58:25,M1,3,0321,1,0,0,0,0,0,0
2017-11-24 09:58:25,M1,3,0322,1,0,0,0,0,0,0
2017-11-24 09:58:25,M1,3,0323,1,0,0,0,0,0,0
2017-11-24 09:58:25,M1,3,0324,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc2,3,0325,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc2,3,0326,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc2,3,0327,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc2,3,0328,1,0,0,0,0,0,0
2017-11-24 09:58:25,M2,3,0329,1,0,0,0,0,0,0
2017-11-24 09:58:25,M2,3,0330,1,0,0,0,0,0,0
2017-11-24 09:58:25,M2,3,0331,1,0,0,0,0,0,0
2017-11-24 09:58:25,M2,3,0332,1,0,0,0,0,0,0
2017-11-24 09:58:25,Tp1,2,0233,1,0,0,0,0,0,0
2017-11-24 09:58:25,Tp2,2,0234,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc1,2,0237,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc2,2,0238,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc1,2,0239,1,0,0,0,0,0,0
2017-11-24 09:58:25,Mc2,2,0240,1,0,0,0,0,0,0
2017-11-24 09:58:25,Train,1,0149,1,0,0,0,0,0,0
2017-12-04 11:43:24,Mc1,2,0201,1,0,0,0,0,0,0
2017-12-04 11:43:24,M1,2,0202,1,0,0,0,0,0,0
2017-12-04 11:43:24,M2,2,0203,1,0,0,0,0,0,0
2017-12-04 11:43:24,Mc2,2,0204,1,0,0,0,0,0,0
2017-12-04 11:43:24,Mc1,2,0205,1,0,0,0,0,0,0
2017-12-04 11:43:24,M1,2,0206,1,0,0,0,0,0,0
2017-12-04 11:43:24,M2,2,0207,1,0,0,0,0,0,0
2017-12-04 11:43:24,Mc2,2,0208,1,0,0,0,0,0,0
2017-12-04 11:43:24,Mc1,2,0209,1,0,0,0,0,0,0
2017-12-04 11:43:24,M1,2,0210,1,0,0,0,0,0,0
2017-12-04 11:43:24,M2,2,0211,1,0,0,0,0,0,0
2017-12-04 11:43:24,Mc2,2,0212,1,0,0,0,0,0,0
2017-12-04 11:43:24,Mc1,3,0317,1,0,0,0,0,0,0
2017-12-04 11:43:24,Mc1,3,0318,1,0,0,0,0,0,0
