time,device,level,code,edge,当前站ID,级位,速度,网压,车辆编号,预留
2017-12-15 20:36:06,Mc1,3,0313,1,0,0,0,18,0,0
2017-12-15 20:36:06,M1,3,0314,1,0,0,0,18,0,0
2017-12-15 20:36:06,M2,3,0315,1,0,0,0,18,0,0
2017-12-15 20:36:06,Mc2,3,0316,1,0,0,0,18,0,0
2017-12-15 20:37:26,Mc1,3,0335,1,0,0,0,18,0,0
2017-12-15 20:37:26,Mc2,3,0336,1,0,0,0,18,0,0
2017-12-18 08:38:25,Mc1,2,0201,1,0,0,0,0,0,0
2017-12-18 08:38:25,M1,2,0202,1,0,0,0,0,0,0
2017-12-18 08:38:25,M2,2,0203,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc2,2,0204,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc1,2,0205,1,0,0,0,0,0,0
2017-12-18 08:38:25,M1,2,0206,1,0,0,0,0,0,0
2017-12-18 08:38:25,M2,2,0207,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc2,2,0208,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc1,2,0209,1,0,0,0,0,0,0
2017-12-18 08:38:25,M1,2,0210,1,0,0,0,0,0,0
2017-12-18 08:38:25,M2,2,0211,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc2,2,0212,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc1,3,0317,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc1,3,0318,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc1,3,0319,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc1,3,0320,1,0,0,0,0,0,0
2017-12-18 08:38:25,M1,3,0321,1,0,0,0,0,0,0
2017-12-18 08:38:25,M1,3,0322,1,0,0,0,0,0,0
2017-12-18 08:38:25,M1,3,0323,1,0,0,0,0,0,0
2017-12-18 08:38:25,M1,3,0324,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc2,3,0325,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc2,3,0326,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc2,3,0327,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc2,3,0328,1,0,0,0,0,0,0
2017-12-18 08:38:25,M2,3,0329,1,0,0,0,0,0,0
2017-12-18 08:38:25,M2,3,0330,1,0,0,0,0,0,0
2017-12-18 08:38:25,M2,3,0331,1,0,0,0,0,0,0
2017-12-18 08:38:25,M2,3,0332,1,0,0,0,0,0,0
2017-12-18 08:38:25,Tp1,2,0233,1,0,0,0,0,0,0
2017-12-18 08:38:25,Tp2,2,0234,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc1,2,0237,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc2,2,0238,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc1,2,0239,1,0,0,0,0,0,0
2017-12-18 08:38:25,Mc2,2,0240,1,0,0,0,0,0,0
2017-12-18 08:38:25,Train,1,0149,1,0,0,0,0,0,0
2017-12-18 08:40:06,Mc1,3,0313,1,0,0,0,0,0,0
2017-12-18 08:40:06,M1,3,0314,1,0,0,0,0,0,0
2017-12-18 08:40:06,M2,3,0315,1,0,0,0,0,0,0
2017-12-18 08:40:06,Mc2,3,0316,1,0,0,0,0,0,0
2017-12-18 08:41:26,Mc1,3,0335,1,0,0,0,0,0,0
2017-12-18 08:41:26,Mc2,3,0336,1,0,0,0,0,0,0
2017-12-18 08:44:46,Mc1,2,0201,1,0,0,0,0,0,0
2017-12-18 08:44:46,M1,2,0202,1,0,0,0,0,0,0
2017-12-18 08:44:46,M2,2,0203,1,0,0,0,0,0,0
2017-12-18 08:44:46,Mc2,2,0204,1,0,0,0,0,0,0
2017-12-18 08:44:46,Mc1,2,0205,1,0,0,0,0,0,0
2017-12-18 08:44:46,M1,2,0206,1,0,0,0,0,0,0
2017-12-18 08:44:46,M2,2,0207,1,0,0,0,0,0,0
2017-12-18 08:44:46,Mc2,2,0208,1,0,0,0,0,0,0
2017-12-18 08:44:46,Mc1,2,0209,1,0,0,0,0,0,0
2017-12-18 08:44:46,M1,2,0210,1,0,0,0,0,0,0
2017-12-18 08:44:46,M2,2,0211,1,0,0,0,0,0,0
2017-12-18 08:44:46,Mc2,2,0212,1,0,0,0,0,0,0
2017-12-18 08:44:46,Mc1,3,0317,1,0,0,0,0,0,0
2017-12-18 08:44:46,Mc1,3,0318,1,0,0,0,0,0,0
2017-12-18 08:44:46,Mc1,3,0319,1,0,0,0,0,0,0
2017-12-18 08:44:46,Mc1,3,0320,1,0,0,0,0,0,0
2017-12-18 08:44:46,M1,3,0321,1,0,0,0,0,0,0
2017-12-18 08:44:46,M1,3,0322,1,0,0,0,0,0,0
2017-12-18 08:44:46,M1,3,0323,1,0,0,0,0,0,0
2017-12-18 08:44:46,M1,3,0324,1,0,0,0,0,0,0
